transaction_id,date,time,payment_app,transaction_type,category,amount_inr,sender_bank,receiver_bank,device_type,network_type,city,status,failure_reason,retry_attempted,response_time_ms
UPI2025000717,2025-04-02,12:19:27,Amazon Pay,P2M,Medical/Pharmacy,453.14,IndusInd Bank,ICICI Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,945
UPI2025000718,2025-07-21,12:37:02,PhonePe,P2P,Peer Transfer,45300.33,IndusInd Bank,Bank of Baroda,Android,4G,Noida,SUCCESS,N/A,N/A,3372
UPI2025000719,2025-05-29,02:28:14,Google Pay,P2M,Fuel,163.8,HDFC Bank,Bank of Baroda,iOS,5G,Mumbai,SUCCESS,N/A,N/A,1323
UPI2025000720,2025-12-26,10:07:04,PhonePe,P2P,Peer Transfer,4239.27,Union Bank of India,Axis Bank,Android,4G,Hyderabad,FAILED,Transaction Timeout,Yes,2386
UPI2025000721,2025-11-29,18:47:34,Amazon Pay,P2P,Peer Transfer,270.41,SBI,Punjab National Bank,Android,3G,Jaipur,SUCCESS,N/A,N/A,568
UPI2025000722,2025-10-22,17:30:41,PhonePe,P2P,Peer Transfer,29601.31,ICICI Bank,Kotak Mahindra Bank,Android,4G,Pune,SUCCESS,N/A,N/A,3588
UPI2025000723,2025-11-02,15:29:46,BHIM,P2P,Peer Transfer,34639.76,Bank of Baroda,HDFC Bank,Android,WiFi,Patiala,FAILED,Bank Server Down,No,5028
UPI2025000724,2025-05-26,08:55:08,Google Pay,P2P,Peer Transfer,331.94,IDBI Bank,SBI,Android,4G,Pune,SUCCESS,N/A,N/A,2945
UPI2025000725,2025-09-24,18:48:49,Paytm,P2M,Peer Transfer,15.3,Punjab National Bank,Bank of Baroda,Android,WiFi,Chandigarh,SUCCESS,N/A,N/A,782
UPI2025000726,2025-05-09,15:51:38,Amazon Pay,P2M,E-commerce,68.17,IndusInd Bank,Kotak Mahindra Bank,iOS,4G,Jaipur,FAILED,Insufficient Balance,No,9323
UPI2025000727,2025-06-25,16:19:05,Google Pay,P2P,Peer Transfer,3824.9,Yes Bank,Union Bank of India,iOS,5G,Ludhiana,FAILED,Insufficient Balance,No,2596
UPI2025000728,2025-04-21,09:18:42,PhonePe,P2P,Peer Transfer,18336.09,Canara Bank,SBI,Android,4G,Patiala,SUCCESS,N/A,N/A,1869
UPI2025000729,2025-02-13,08:26:30,Paytm,P2P,Peer Transfer,16685.19,Kotak Mahindra Bank,Axis Bank,Android,4G,Noida,FAILED,Transaction Timeout,Yes,684
UPI2025000730,2025-03-20,14:43:29,Google Pay,P2P,Peer Transfer,34.67,SBI,ICICI Bank,iOS,5G,Pune,SUCCESS,N/A,N/A,1025
UPI2025000731,2025-12-20,15:31:29,PhonePe,P2P,Peer Transfer,121.0,SBI,IDBI Bank,Android,WiFi,Lucknow,SUCCESS,N/A,N/A,2774
UPI2025000732,2025-10-04,18:25:39,BHIM,P2P,Peer Transfer,412.14,ICICI Bank,Kotak Mahindra Bank,iOS,5G,Chennai,SUCCESS,N/A,N/A,1375
UPI2025000733,2025-09-13,09:36:06,PhonePe,P2M,Recharge/Bill Payment,404.8,SBI,Axis Bank,Android,5G,Ahmedabad,SUCCESS,N/A,N/A,432
UPI2025000734,2025-01-26,17:46:57,Google Pay,P2M,Education Fee,1495.57,Canara Bank,Kotak Mahindra Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,200
UPI2025000735,2025-10-30,11:28:10,Google Pay,P2P,Peer Transfer,413.58,Union Bank of India,SBI,Android,5G,Chennai,SUCCESS,N/A,N/A,1971
UPI2025000736,2025-10-17,12:12:25,Google Pay,P2M,Recharge/Bill Payment,270.47,Punjab National Bank,HDFC Bank,Android,5G,Noida,SUCCESS,N/A,N/A,2204
UPI2025000737,2025-02-02,15:15:45,WhatsApp Pay,P2M,Recharge/Bill Payment,89.0,ICICI Bank,Canara Bank,Android,4G,Bengaluru,FAILED,Insufficient Balance,No,3814
UPI2025000738,2025-03-07,06:48:00,Paytm,P2P,Peer Transfer,32575.81,ICICI Bank,Canara Bank,Android,4G,Bhopal,FAILED,Daily Transaction Limit Exceeded,No,4840
UPI2025000739,2025-11-12,14:42:45,Paytm,P2M,Entertainment,334.27,HDFC Bank,Kotak Mahindra Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,2843
UPI2025000740,2025-12-27,10:58:15,Google Pay,P2P,Peer Transfer,409.19,SBI,Kotak Mahindra Bank,Android,WiFi,Mumbai,SUCCESS,N/A,N/A,1497
UPI2025000741,2025-12-09,07:53:53,Paytm,P2P,Peer Transfer,2097.04,IDBI Bank,ICICI Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,1300
UPI2025000742,2025-03-15,16:59:34,PhonePe,P2P,Peer Transfer,1318.0,Kotak Mahindra Bank,HDFC Bank,Android,4G,Ludhiana,SUCCESS,N/A,N/A,1983
UPI2025000743,2025-05-03,01:13:29,Google Pay,P2M,Medical/Pharmacy,2386.32,Yes Bank,Punjab National Bank,Android,WiFi,Patiala,SUCCESS,N/A,N/A,436
UPI2025000744,2025-08-21,14:06:45,PhonePe,P2P,Peer Transfer,256.19,IndusInd Bank,ICICI Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,2089
UPI2025000745,2025-10-27,17:21:11,Paytm,P2M,Utility Bill,4704.37,IDBI Bank,Bank of Baroda,Android,4G,Chennai,SUCCESS,N/A,N/A,657
UPI2025000746,2025-09-06,18:32:37,Paytm,P2P,Peer Transfer,378.67,SBI,Axis Bank,Android,4G,Pune,SUCCESS,N/A,N/A,3332
UPI2025000747,2025-10-22,10:05:03,Google Pay,P2P,Peer Transfer,4210.12,Canara Bank,Punjab National Bank,Android,5G,Pune,SUCCESS,N/A,N/A,2880
UPI2025000748,2025-08-21,23:28:47,Amazon Pay,P2P,Peer Transfer,221.34,ICICI Bank,Punjab National Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,1926
UPI2025000749,2025-04-23,18:14:54,Paytm,P2P,Peer Transfer,423.66,Bank of Baroda,Axis Bank,Android,WiFi,Pune,SUCCESS,N/A,N/A,200
UPI2025000750,2025-09-28,18:38:55,PhonePe,P2P,Peer Transfer,5287.06,Bank of Baroda,ICICI Bank,Android,WiFi,Mumbai,SUCCESS,N/A,N/A,2483
UPI2025000751,2025-01-21,16:09:13,Google Pay,P2P,Peer Transfer,483.22,ICICI Bank,IndusInd Bank,Android,4G,Gurugram,FAILED,Invalid VPA / Beneficiary Not Found,Yes,6583
UPI2025000752,2025-10-08,09:27:11,PhonePe,P2M,Utility Bill,473.91,Punjab National Bank,Punjab National Bank,Android,WiFi,Noida,FAILED,Duplicate Transaction Blocked,Yes,5667
UPI2025000753,2025-03-07,13:27:32,PhonePe,P2M,Entertainment,615.96,Kotak Mahindra Bank,ICICI Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1143
UPI2025000754,2025-12-24,11:34:09,PhonePe,P2P,Peer Transfer,469.88,ICICI Bank,Punjab National Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,2125
UPI2025000755,2025-01-28,11:45:30,Google Pay,P2P,Peer Transfer,160.54,Axis Bank,SBI,Android,5G,Noida,SUCCESS,N/A,N/A,1529
UPI2025000756,2025-06-11,21:47:23,PhonePe,P2M,Food Delivery,381.07,Punjab National Bank,Yes Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,711
UPI2025000757,2025-08-08,08:48:27,WhatsApp Pay,P2P,Peer Transfer,574.67,IDBI Bank,Bank of Baroda,Android,5G,Delhi,SUCCESS,N/A,N/A,1364
UPI2025000758,2025-12-26,13:15:15,PhonePe,P2M,Grocery,21.62,Bank of Baroda,Yes Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1249
UPI2025000759,2025-09-22,08:15:38,PhonePe,P2P,Peer Transfer,123.42,Yes Bank,ICICI Bank,Android,5G,Jaipur,SUCCESS,N/A,N/A,200
UPI2025000760,2025-08-16,22:05:33,Amazon Pay,P2M,Fuel,3124.64,Kotak Mahindra Bank,ICICI Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,2986
UPI2025000761,2025-05-29,16:46:26,Paytm,P2P,Peer Transfer,160.15,IDBI Bank,HDFC Bank,Android,WiFi,Chandigarh,SUCCESS,N/A,N/A,1837
UPI2025000762,2025-03-23,21:25:44,Google Pay,P2P,Peer Transfer,17217.14,ICICI Bank,Canara Bank,Android,5G,Gurugram,SUCCESS,N/A,N/A,2198
UPI2025000763,2025-04-22,18:10:11,PhonePe,P2P,Peer Transfer,193.61,IDBI Bank,ICICI Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,2189
UPI2025000764,2025-03-24,09:03:47,Google Pay,P2M,Travel,41778.74,Axis Bank,Punjab National Bank,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,2223
UPI2025000765,2025-03-06,06:05:24,Google Pay,P2P,Peer Transfer,2525.26,HDFC Bank,Bank of Baroda,Android,5G,Bengaluru,FAILED,Incorrect UPI PIN,No,200
UPI2025000766,2025-09-16,16:02:06,Google Pay,P2M,Fuel,173.86,SBI,Kotak Mahindra Bank,iOS,5G,Kolkata,SUCCESS,N/A,N/A,1462
UPI2025000767,2025-05-11,12:56:21,CRED,P2M,Travel,290.28,Axis Bank,Bank of Baroda,Android,3G,Kolkata,SUCCESS,N/A,N/A,1386
UPI2025000768,2025-01-02,13:44:25,Paytm,P2M,Education Fee,186.93,ICICI Bank,SBI,Android,5G,Pune,SUCCESS,N/A,N/A,1174
UPI2025000769,2025-08-29,17:55:30,PhonePe,P2P,Peer Transfer,26.99,Yes Bank,Axis Bank,Android,WiFi,Kolkata,FAILED,Bank Server Down,Yes,1865
UPI2025000770,2025-11-10,18:43:28,Google Pay,P2M,Food Delivery,444.18,Canara Bank,Kotak Mahindra Bank,Android,WiFi,Noida,SUCCESS,N/A,N/A,2498
UPI2025000771,2025-11-29,17:06:46,PhonePe,P2M,Education Fee,1582.39,IndusInd Bank,Axis Bank,iOS,WiFi,Gurugram,FAILED,Beneficiary Bank Server Down,Yes,6456
UPI2025000772,2025-11-20,17:35:55,PhonePe,P2P,Peer Transfer,204.53,Canara Bank,HDFC Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,2269
UPI2025000773,2025-09-14,17:06:27,CRED,P2M,Medical/Pharmacy,8655.33,SBI,ICICI Bank,iOS,WiFi,Pune,SUCCESS,N/A,N/A,2603
UPI2025000774,2025-09-16,14:57:42,Google Pay,P2M,Entertainment,1802.48,ICICI Bank,Union Bank of India,Android,5G,Pune,SUCCESS,N/A,N/A,3446
UPI2025000775,2025-10-25,21:04:41,PhonePe,P2M,Travel,211.48,IDBI Bank,IDBI Bank,Android,WiFi,Patiala,SUCCESS,N/A,N/A,1464
UPI2025000776,2025-03-28,10:18:05,Google Pay,P2M,E-commerce,467.87,Bank of Baroda,IDBI Bank,Android,4G,Lucknow,FAILED,Incorrect UPI PIN,Yes,5374
UPI2025000777,2025-10-14,00:03:37,PhonePe,P2P,Peer Transfer,391.96,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,5G,Chandigarh,SUCCESS,N/A,N/A,942
UPI2025000778,2025-08-22,16:06:25,Google Pay,P2P,Peer Transfer,385.03,Canara Bank,Bank of Baroda,iOS,WiFi,Noida,SUCCESS,N/A,N/A,1190
UPI2025000779,2025-02-27,16:09:47,Paytm,P2M,Fuel,4906.18,IDBI Bank,SBI,Android,5G,Hyderabad,SUCCESS,N/A,N/A,2865
UPI2025000780,2025-10-02,15:40:53,Google Pay,P2M,Grocery,301.18,Punjab National Bank,IDBI Bank,iOS,4G,Jalandhar,SUCCESS,N/A,N/A,739
UPI2025000781,2025-12-29,19:44:47,Google Pay,P2M,Fuel,220.24,ICICI Bank,Canara Bank,iOS,5G,Amritsar,SUCCESS,N/A,N/A,854
UPI2025000782,2025-08-01,12:27:43,PhonePe,P2P,Peer Transfer,316.41,Bank of Baroda,Kotak Mahindra Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,2481
UPI2025000783,2025-08-01,12:08:20,Paytm,P2M,Rent,74.18,IndusInd Bank,SBI,Android,5G,Chandigarh,SUCCESS,N/A,N/A,1037
UPI2025000784,2025-07-07,11:09:13,Google Pay,P2M,Grocery,244.48,IDBI Bank,Axis Bank,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,2924
UPI2025000785,2025-11-30,08:27:43,BHIM,P2P,Peer Transfer,16.7,SBI,HDFC Bank,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,836
UPI2025000786,2025-09-10,11:27:09,Paytm,P2P,Peer Transfer,1285.91,Kotak Mahindra Bank,Axis Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,3520
UPI2025000787,2025-05-26,18:50:42,Paytm,P2P,Peer Transfer,483.0,Canara Bank,Yes Bank,Android,4G,Ludhiana,FAILED,Insufficient Balance,Yes,4524
UPI2025000788,2025-09-17,20:14:01,PhonePe,P2P,Peer Transfer,44.0,IndusInd Bank,Canara Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,4381
UPI2025000789,2025-09-08,17:19:36,Google Pay,P2M,Education Fee,2329.66,Bank of Baroda,HDFC Bank,Android,WiFi,Ludhiana,SUCCESS,N/A,N/A,2006
UPI2025000790,2025-11-14,15:51:33,PhonePe,P2P,Peer Transfer,4551.19,Union Bank of India,IndusInd Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,200
UPI2025000791,2025-12-15,07:55:38,Paytm,P2P,Peer Transfer,343.02,SBI,Union Bank of India,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1007
UPI2025000792,2025-02-04,15:54:48,Google Pay,P2P,Peer Transfer,334.3,HDFC Bank,Union Bank of India,iOS,4G,Ludhiana,SUCCESS,N/A,N/A,1159
UPI2025000793,2025-01-18,21:33:57,Paytm,P2P,Peer Transfer,367.1,Yes Bank,Union Bank of India,Android,5G,Gurugram,SUCCESS,N/A,N/A,1009
UPI2025000794,2025-05-17,16:32:13,Paytm,P2P,Peer Transfer,4241.83,Yes Bank,SBI,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1459
UPI2025000795,2025-08-22,15:37:22,Google Pay,P2P,Peer Transfer,2309.12,IDBI Bank,IndusInd Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,975
UPI2025000796,2025-02-02,21:43:27,WhatsApp Pay,P2P,Peer Transfer,558.04,ICICI Bank,Union Bank of India,Android,4G,Jalandhar,SUCCESS,N/A,N/A,3019
UPI2025000797,2025-08-07,17:52:32,PhonePe,P2P,Peer Transfer,479.24,Kotak Mahindra Bank,ICICI Bank,Android,4G,Pune,FAILED,Insufficient Balance,Yes,200
UPI2025000798,2025-08-01,12:21:40,Google Pay,P2P,Peer Transfer,307.5,Bank of Baroda,Punjab National Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,2588
UPI2025000799,2025-03-28,12:06:50,Amazon Pay,P2M,Fuel,12960.36,ICICI Bank,Union Bank of India,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,3076
UPI2025000800,2025-09-30,15:18:35,Google Pay,P2P,Peer Transfer,4980.06,HDFC Bank,SBI,iOS,4G,Lucknow,SUCCESS,N/A,N/A,200
UPI2025000801,2025-09-21,22:34:35,PhonePe,P2M,Fuel,1875.85,Kotak Mahindra Bank,Canara Bank,Android,5G,Chandigarh,SUCCESS,N/A,N/A,761
UPI2025000802,2025-02-25,12:47:17,Google Pay,P2M,Rent,75.27,IDBI Bank,Yes Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,2823
UPI2025000803,2025-03-13,13:22:51,PhonePe,P2M,Education Fee,3652.75,Punjab National Bank,Punjab National Bank,iOS,WiFi,Pune,SUCCESS,N/A,N/A,3385
UPI2025000804,2025-11-30,06:19:26,Paytm,P2P,Peer Transfer,313.39,HDFC Bank,Yes Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,1799
UPI2025000805,2025-02-02,18:35:59,PhonePe,P2M,Rent,227.09,SBI,Kotak Mahindra Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,1751
UPI2025000806,2025-06-07,01:12:58,BHIM,P2P,Peer Transfer,296.93,SBI,IDBI Bank,Android,4G,Gurugram,SUCCESS,N/A,N/A,915
UPI2025000807,2025-01-17,16:10:43,WhatsApp Pay,P2P,Peer Transfer,61.69,Union Bank of India,Axis Bank,Android,4G,Lucknow,SUCCESS,N/A,N/A,2793
UPI2025000808,2025-06-14,14:10:23,WhatsApp Pay,P2P,Peer Transfer,30.37,Bank of Baroda,Yes Bank,Android,WiFi,Bengaluru,SUCCESS,N/A,N/A,2227
UPI2025000809,2025-07-07,11:13:00,Paytm,P2P,Peer Transfer,3261.37,IndusInd Bank,Kotak Mahindra Bank,Android,WiFi,Gurugram,SUCCESS,N/A,N/A,3230
UPI2025000810,2025-01-14,21:57:39,BHIM,P2P,Peer Transfer,188.76,SBI,Bank of Baroda,Android,4G,Bengaluru,FAILED,NPCI Server Error,Yes,5648
UPI2025000811,2025-05-18,00:27:31,Google Pay,P2M,Travel,21137.97,Union Bank of India,Union Bank of India,Android,5G,Chandigarh,SUCCESS,N/A,N/A,876
UPI2025000812,2025-04-08,10:25:23,Google Pay,P2P,Peer Transfer,341.07,Kotak Mahindra Bank,ICICI Bank,Android,3G,Chennai,FAILED,Bank Server Down,Yes,6960
UPI2025000813,2025-05-20,20:45:12,Google Pay,P2P,Peer Transfer,212.02,Punjab National Bank,SBI,Android,4G,Delhi,FAILED,Insufficient Balance,Yes,5356
UPI2025000814,2025-09-16,23:07:26,PhonePe,P2M,Medical/Pharmacy,195.14,Canara Bank,Yes Bank,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,1869
UPI2025000815,2025-12-25,18:52:24,Google Pay,P2P,Peer Transfer,89.34,HDFC Bank,SBI,Android,4G,Pune,FAILED,Network Connectivity Issue,Yes,2193
UPI2025000816,2025-08-20,18:27:30,Google Pay,P2M,E-commerce,66.42,Canara Bank,HDFC Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,281
UPI2025000817,2025-10-25,07:16:44,Google Pay,P2P,Peer Transfer,333.25,Kotak Mahindra Bank,Axis Bank,Android,4G,Gurugram,SUCCESS,N/A,N/A,2160
UPI2025000818,2025-03-15,23:37:40,Paytm,P2P,Peer Transfer,84.2,Axis Bank,HDFC Bank,Android,3G,Chandigarh,SUCCESS,N/A,N/A,1917
UPI2025000819,2025-08-28,09:55:03,PhonePe,P2M,E-commerce,206.72,Union Bank of India,Punjab National Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,2255
UPI2025000820,2025-09-08,05:07:17,PhonePe,P2P,Peer Transfer,112.33,Bank of Baroda,IDBI Bank,Android,4G,Delhi,FAILED,Daily Transaction Limit Exceeded,Yes,3043
UPI2025000821,2025-04-21,13:58:38,Google Pay,P2M,Medical/Pharmacy,3096.42,ICICI Bank,Punjab National Bank,Android,4G,Ludhiana,SUCCESS,N/A,N/A,1065
UPI2025000822,2025-10-27,19:21:23,Paytm,P2M,Education Fee,287.27,Bank of Baroda,IDBI Bank,Android,4G,Hyderabad,FAILED,Bank Server Down,No,4656
UPI2025000823,2025-02-20,16:38:07,Google Pay,P2P,Peer Transfer,80.3,Yes Bank,Axis Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,2255
UPI2025000824,2025-04-28,18:48:12,PhonePe,P2P,Peer Transfer,860.84,ICICI Bank,SBI,Android,5G,Bhopal,SUCCESS,N/A,N/A,3140
UPI2025000825,2025-12-14,12:40:45,Google Pay,P2P,Peer Transfer,17468.12,Kotak Mahindra Bank,HDFC Bank,Android,WiFi,Ludhiana,FAILED,Incorrect UPI PIN,No,5371
UPI2025000826,2025-04-23,05:36:03,Paytm,P2M,Travel,294.52,IDBI Bank,Axis Bank,Android,5G,Gurugram,SUCCESS,N/A,N/A,200
UPI2025000827,2025-03-06,13:32:24,PhonePe,P2M,E-commerce,5992.98,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1192
UPI2025000828,2025-01-04,20:50:32,PhonePe,P2P,Peer Transfer,225.53,IDBI Bank,IDBI Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,1437
UPI2025000829,2025-03-08,10:34:15,Google Pay,P2M,Fuel,303.74,Yes Bank,ICICI Bank,iOS,4G,Delhi,SUCCESS,N/A,N/A,1253
UPI2025000830,2025-04-07,23:13:34,Google Pay,P2M,Medical/Pharmacy,412.04,Yes Bank,Bank of Baroda,Android,WiFi,Bhopal,SUCCESS,N/A,N/A,1730
UPI2025000831,2025-02-21,12:39:18,PhonePe,P2M,Medical/Pharmacy,2996.09,SBI,Yes Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,2219
UPI2025000832,2025-01-07,15:55:49,WhatsApp Pay,P2M,Rent,4810.76,IndusInd Bank,HDFC Bank,Android,5G,Bhopal,FAILED,Bank Server Down,Yes,7192
UPI2025000833,2025-03-21,16:51:54,Paytm,P2P,Peer Transfer,118.04,ICICI Bank,Canara Bank,Android,4G,Noida,FAILED,Insufficient Balance,Yes,4791
UPI2025000834,2025-12-01,09:36:31,WhatsApp Pay,P2P,Peer Transfer,2855.31,ICICI Bank,Yes Bank,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,1247
UPI2025000835,2025-03-14,06:04:27,Google Pay,P2P,Peer Transfer,49.25,Yes Bank,Kotak Mahindra Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1370
UPI2025000836,2025-05-27,12:07:52,Google Pay,P2P,Peer Transfer,35.06,Yes Bank,SBI,Android,4G,Ludhiana,SUCCESS,N/A,N/A,670
UPI2025000837,2025-01-04,22:06:34,Paytm,P2P,Peer Transfer,197.56,Bank of Baroda,IDBI Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,3326
UPI2025000838,2025-04-30,11:09:15,Google Pay,P2M,Food Delivery,440.24,IDBI Bank,Punjab National Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,3507
UPI2025000839,2025-07-18,20:26:09,Google Pay,P2P,Peer Transfer,58.02,Axis Bank,SBI,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1429
UPI2025000840,2025-12-08,17:43:56,Paytm,P2P,Peer Transfer,473.53,HDFC Bank,Canara Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1918
UPI2025000841,2025-08-28,11:23:59,Amazon Pay,P2M,Recharge/Bill Payment,93.24,HDFC Bank,SBI,Android,4G,Amritsar,SUCCESS,N/A,N/A,1154
UPI2025000842,2025-02-28,20:43:19,Paytm,P2M,Fuel,494.86,Punjab National Bank,Bank of Baroda,iOS,5G,Hyderabad,SUCCESS,N/A,N/A,643
UPI2025000843,2025-10-04,19:50:00,BHIM,P2P,Peer Transfer,197.25,ICICI Bank,Yes Bank,Android,4G,Noida,SUCCESS,N/A,N/A,2838
UPI2025000844,2025-02-13,15:46:17,Google Pay,P2P,Peer Transfer,211.29,Bank of Baroda,ICICI Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,3047
UPI2025000845,2025-06-10,16:40:21,Google Pay,P2P,Peer Transfer,9429.09,Yes Bank,Axis Bank,Android,5G,Noida,SUCCESS,N/A,N/A,3177
UPI2025000846,2025-11-16,10:05:37,Paytm,P2M,Rent,164.53,Union Bank of India,IndusInd Bank,Android,4G,Lucknow,FAILED,Payer Account Frozen/Inactive,Yes,5829
UPI2025000847,2025-08-05,14:08:58,Google Pay,P2M,Recharge/Bill Payment,97.73,Bank of Baroda,Bank of Baroda,Android,4G,Bhopal,SUCCESS,N/A,N/A,2533
UPI2025000848,2025-12-21,13:13:52,Google Pay,P2P,Peer Transfer,1762.7,IDBI Bank,ICICI Bank,Android,4G,Ludhiana,SUCCESS,N/A,N/A,1756
UPI2025000849,2025-06-14,12:44:06,Paytm,P2M,Recharge/Bill Payment,1583.02,HDFC Bank,Canara Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1348
UPI2025000850,2025-01-05,15:52:26,Google Pay,P2M,Rent,4901.99,ICICI Bank,Canara Bank,Android,WiFi,Noida,SUCCESS,N/A,N/A,564
UPI2025000851,2025-05-12,13:41:44,Google Pay,P2P,Peer Transfer,173.75,HDFC Bank,ICICI Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,2191
UPI2025000852,2025-01-05,12:27:43,WhatsApp Pay,P2M,Fuel,434.55,Canara Bank,Union Bank of India,iOS,5G,Pune,SUCCESS,N/A,N/A,2227
UPI2025000853,2025-03-02,10:05:33,PhonePe,P2P,Peer Transfer,213.75,ICICI Bank,IDBI Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,930
UPI2025000854,2025-08-06,16:04:52,Paytm,P2M,Travel,1214.32,Canara Bank,Bank of Baroda,iOS,4G,Lucknow,SUCCESS,N/A,N/A,3266
UPI2025000855,2025-03-17,10:06:04,PhonePe,P2P,Peer Transfer,454.45,Bank of Baroda,SBI,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1621
UPI2025000856,2025-10-21,20:12:35,Google Pay,P2P,Peer Transfer,215.01,SBI,Axis Bank,iOS,5G,Noida,FAILED,Incorrect UPI PIN,No,8635
UPI2025000857,2025-01-04,22:48:18,WhatsApp Pay,P2P,Peer Transfer,89.11,Union Bank of India,Axis Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,2411
UPI2025000858,2025-02-07,11:57:47,PhonePe,P2P,Peer Transfer,22.35,Union Bank of India,ICICI Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,1068
UPI2025000859,2025-02-28,17:05:56,Paytm,P2M,Utility Bill,3627.29,IDBI Bank,Axis Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,2418
UPI2025000860,2025-07-14,14:46:38,Paytm,P2M,Medical/Pharmacy,249.21,Bank of Baroda,Canara Bank,Android,5G,Patiala,FAILED,Invalid VPA / Beneficiary Not Found,No,7433
UPI2025000861,2025-04-03,09:39:38,Google Pay,P2M,Entertainment,303.66,ICICI Bank,IndusInd Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,200
UPI2025000862,2025-11-06,18:05:31,Google Pay,P2M,Recharge/Bill Payment,31317.25,Bank of Baroda,ICICI Bank,Android,5G,Lucknow,FAILED,Insufficient Balance,No,4435
UPI2025000863,2025-04-11,23:16:48,Amazon Pay,P2M,Peer Transfer,2622.42,Yes Bank,ICICI Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,200
UPI2025000864,2025-11-29,16:43:08,PhonePe,P2M,Medical/Pharmacy,265.47,Union Bank of India,IndusInd Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,2875
UPI2025000865,2025-12-07,23:02:39,CRED,P2M,Rent,432.22,SBI,IDBI Bank,iOS,4G,Bengaluru,SUCCESS,N/A,N/A,1532
UPI2025000866,2025-03-03,15:54:04,Google Pay,P2P,Peer Transfer,377.43,Canara Bank,Yes Bank,Android,5G,Chennai,FAILED,Insufficient Balance,Yes,7123
UPI2025000867,2025-12-25,12:27:12,PhonePe,P2P,Peer Transfer,141.71,HDFC Bank,Bank of Baroda,Android,4G,Noida,FAILED,Beneficiary Bank Server Down,Yes,8749
UPI2025000868,2025-07-02,08:13:20,PhonePe,P2P,Peer Transfer,218.98,IndusInd Bank,Kotak Mahindra Bank,Android,WiFi,Noida,FAILED,Incorrect UPI PIN,Yes,7162
UPI2025000869,2025-10-22,17:17:16,Paytm,P2P,Peer Transfer,94.2,HDFC Bank,ICICI Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,2915
UPI2025000870,2025-07-23,09:57:16,Google Pay,P2M,Travel,3422.2,SBI,HDFC Bank,Android,WiFi,Amritsar,FAILED,PIN Retry Limit Exceeded,Yes,3707
